,loss,accuracy,val_loss,val_accuracy
0,0.1688608080148697,0.9333381056785583,0.11137636005878448,0.9514943957328796
1,0.10278909653425217,0.9584928750991821,0.11763324588537216,0.95157790184021
2,0.08687546849250793,0.9658639430999756,0.11552613228559494,0.9534146189689636
3,0.07048671692609787,0.9730561375617981,0.12281697988510132,0.9528301954269409
4,0.05943054333329201,0.9776720404624939,0.1295868456363678,0.9528301954269409
5,0.05118761584162712,0.9813575744628906,0.134690061211586,0.9513274431228638
6,0.04121517017483711,0.9850073456764221,0.18709659576416016,0.9473201036453247
7,0.04000363498926163,0.9852935671806335,0.15970303118228912,0.9494072198867798
8,0.03319432958960533,0.9873331785202026,0.18774031102657318,0.9486558437347412
9,0.030935941264033318,0.9884424209594727,0.1802142858505249,0.9462347626686096
10,0.030027423053979874,0.9886571168899536,0.17511799931526184,0.9479044675827026
11,0.025799602270126343,0.9908397793769836,0.21247859299182892,0.9486558437347412
12,0.023021630942821503,0.991591215133667,0.19998471438884735,0.9474035501480103
13,0.021969569846987724,0.991627037525177,0.2144777625799179,0.9473201036453247
14,0.020211802795529366,0.9930225014686584,0.20505891740322113,0.946735680103302
15,0.021457502618432045,0.991627037525177,0.23037317395210266,0.9494907259941101
16,0.01921880804002285,0.992700457572937,0.23150314390659332,0.9471530914306641
17,0.020971395075321198,0.9919848442077637,0.23196569085121155,0.9512439370155334
18,0.018603453412652016,0.9935234785079956,0.20552989840507507,0.9426448345184326
19,0.018084468320012093,0.9928793907165527,0.23281042277812958,0.9498246908187866
20,0.015164154581725597,0.9946327209472656,0.23902708292007446,0.9475705623626709
21,0.01599637232720852,0.9941675066947937,0.2487737089395523,0.947987973690033
22,0.016639167442917824,0.9940601587295532,0.21378234028816223,0.9479044675827026
23,0.01597272977232933,0.9939528107643127,0.22010380029678345,0.9476540088653564
24,0.01426053885370493,0.994918942451477,0.25340333580970764,0.9499916434288025
25,0.01478376891463995,0.9939886331558228,0.24914565682411194,0.9484888911247253
26,0.013999455608427525,0.9944895505905151,0.26519012451171875,0.9486558437347412
27,0.016100039705634117,0.9937023520469666,0.22397905588150024,0.9474035501480103
28,0.013277205638587475,0.9947758316993713,0.255810409784317,0.9471530914306641
29,0.01279044896364212,0.9958850741386414,0.2391287237405777,0.9489063024520874
30,0.013312761671841145,0.9951694011688232,0.26074621081352234,0.9469861388206482
31,0.012652657926082611,0.9952767491340637,0.2431178092956543,0.9497411847114563
32,0.011492038145661354,0.9955272674560547,0.256888210773468,0.949657678604126
33,0.012668485753238201,0.9948474168777466,0.24020086228847504,0.9472365975379944
34,0.010625581257045269,0.9958493113517761,0.2749614417552948,0.9463182687759399
35,0.013279341161251068,0.9952767491340637,0.3142465651035309,0.9453164339065552
36,0.010978853330016136,0.9956346154212952,0.27480942010879517,0.9478210210800171
37,0.012068822979927063,0.9954199194908142,0.24610021710395813,0.9469026327133179
38,0.009753343649208546,0.9963144659996033,0.28546133637428284,0.9498246908187866
39,0.009291027672588825,0.9965291619300842,0.30209916830062866,0.9500751495361328
40,0.01101971697062254,0.9953840970993042,0.2707756757736206,0.9479044675827026
41,0.009562579914927483,0.9964218139648438,0.34071847796440125,0.9469026327133179
42,0.010957520455121994,0.9960997700691223,0.23324328660964966,0.9499916434288025
43,0.009954669512808323,0.9962071180343628,0.25919270515441895,0.9507430195808411
44,0.010841804556548595,0.9959566593170166,0.20708665251731873,0.9480714797973633
