,loss,accuracy,val_loss,val_accuracy
45,0.010164343751966953,0.9958850741386414,0.3159666955471039,0.9489063024520874
46,0.010702109895646572,0.9956703782081604,0.2803938686847687,0.9484888911247253
47,0.009630200453102589,0.9963859915733337,0.3072730004787445,0.9479044675827026
48,0.008866147138178349,0.9964933395385742,0.288259893655777,0.9502421021461487
49,0.011289219371974468,0.9955987930297852,0.2303783893585205,0.9497411847114563
50,0.008775001391768456,0.9966365098953247,0.29175233840942383,0.9482384324073792
51,0.0077432566322386265,0.9968512058258057,0.30515149235725403,0.9478210210800171
52,0.009010709822177887,0.9965291619300842,0.2974424362182617,0.948405385017395
53,0.007463424000889063,0.9967796206474304,0.34137678146362305,0.9491567611694336
54,0.010183308273553848,0.9963502287864685,0.2599576413631439,0.9494072198867798
55,0.01052431296557188,0.9960640072822571,0.2169482558965683,0.9487393498420715
56,0.007317245006561279,0.9974237084388733,0.29519757628440857,0.9486558437347412
57,0.008623349480330944,0.9965291619300842,0.29910942912101746,0.9494072198867798
58,0.008065085858106613,0.9968153834342957,0.3367179334163666,0.9493237733840942
59,0.006994109135121107,0.9971732497215271,0.37774044275283813,0.9473201036453247
60,0.009778410196304321,0.9967796206474304,0.26652848720550537,0.9495742321014404
61,0.007993126288056374,0.9966365098953247,0.3343127369880676,0.9477375149726868
62,0.0070905075408518314,0.9971374273300171,0.3468659818172455,0.949073314666748
63,0.008949553593993187,0.9967080354690552,0.2919934391975403,0.9502421021461487
64,0.008992710150778294,0.9964933395385742,0.2986719310283661,0.9492402672767639
65,0.009656707756221294,0.9964933395385742,0.27748680114746094,0.949657678604126
66,0.006069266702979803,0.9974237084388733,0.34466904401779175,0.9507430195808411
67,0.005845214240252972,0.9976741671562195,0.4251091480255127,0.9477375149726868
68,0.007830340415239334,0.9973878860473633,0.32318875193595886,0.9491567611694336
69,0.008190718479454517,0.9966006875038147,0.3393300771713257,0.949073314666748
70,0.007025436498224735,0.9974237084388733,0.31032609939575195,0.9502421021461487
71,0.009478501975536346,0.9967080354690552,0.26032784581184387,0.9511604905128479
72,0.008351589553058147,0.9968512058258057,0.262434184551239,0.9493237733840942
73,0.00697360560297966,0.9974237084388733,0.2899996340274811,0.949073314666748
74,0.007998058572411537,0.9967796206474304,0.26384425163269043,0.9477375149726868
75,0.006180407479405403,0.9977099299430847,0.30376026034355164,0.9497411847114563
76,0.006451737601310015,0.9972447752952576,0.2935599684715271,0.9500751495361328
77,0.007401277776807547,0.9970659017562866,0.30352574586868286,0.9494072198867798
78,0.0066953422501683235,0.9973163604736328,0.34801343083381653,0.9504925608634949
79,0.006739465054124594,0.9973878860473633,0.4016859829425812,0.9507430195808411
80,0.005892295856028795,0.9978172779083252,0.4113238453865051,0.9488228559494019
81,0.008138548582792282,0.9971016645431519,0.35504940152168274,0.949073314666748
82,0.005839018151164055,0.9976025819778442,0.4667259156703949,0.9497411847114563
83,0.007155586965382099,0.9975310564041138,0.3537731468677521,0.9495742321014404
84,0.0062486170791089535,0.9978531002998352,0.41689687967300415,0.9453164339065552
85,0.006515882443636656,0.9976741671562195,0.2827635109424591,0.9486558437347412
86,0.006696659605950117,0.9976741671562195,0.3061268925666809,0.9489898085594177
87,0.006564358249306679,0.9974952340126038,0.35133662819862366,0.948405385017395
88,0.007424713112413883,0.9975310564041138,0.34952372312545776,0.9466521739959717
89,0.006322099361568689,0.9976384043693542,0.333234965801239,0.9499081373214722
90,0.006645227316766977,0.9977099299430847,0.3842703402042389,0.9477375149726868
91,0.005956144072115421,0.9981035590171814,0.3465743362903595,0.9502421021461487
92,0.006208262871950865,0.997352123260498,0.34932002425193787,0.9486558437347412
93,0.0070771886967122555,0.9972805380821228,0.2998303174972534,0.9499081373214722
94,0.0061606005765497684,0.997566819190979,0.34360748529434204,0.9501585960388184
95,0.006185060366988182,0.997566819190979,0.3380342721939087,0.9504925608634949
96,0.0059357075951993465,0.9974594712257385,0.32195523381233215,0.9498246908187866
97,0.007767575792968273,0.9973878860473633,0.3003658652305603,0.9495742321014404
98,0.006964481435716152,0.9973878860473633,0.3614639639854431,0.9499916434288025
99,0.0045797755010426044,0.9979962110519409,0.3892739713191986,0.9501585960388184
100,0.007023951970040798,0.9974952340126038,0.27989912033081055,0.9504925608634949
101,0.00478343665599823,0.9978172779083252,0.41509145498275757,0.9502421021461487
102,0.006699216086417437,0.9975310564041138,0.3765634596347809,0.9504925608634949
103,0.006165995262563229,0.9976741671562195,0.4195128083229065,0.9497411847114563
104,0.005153514910489321,0.9982466697692871,0.3279993534088135,0.9497411847114563
105,0.005834490060806274,0.997566819190979,0.40938684344291687,0.9482384324073792
106,0.006889461539685726,0.9974594712257385,0.3753441870212555,0.9488228559494019
107,0.0045965672470629215,0.9977099299430847,0.46833497285842896,0.9463182687759399
108,0.005903166253119707,0.9978172779083252,0.39914003014564514,0.9502421021461487
109,0.004270497243851423,0.9979962110519409,0.4566230773925781,0.9499081373214722
110,0.0065397475846111774,0.9978888630867004,0.3447391986846924,0.9501585960388184
111,0.004208262078464031,0.9982466697692871,0.45477601885795593,0.9489898085594177
112,0.007222707848995924,0.997352123260498,0.3500165641307831,0.9494907259941101
113,0.0056256758980453014,0.9979604482650757,0.39366602897644043,0.9491567611694336
114,0.0049536749720573425,0.9977457523345947,0.4325822591781616,0.9506595134735107
115,0.006236990448087454,0.9975310564041138,0.4435514211654663,0.9482384324073792
116,0.005189583636820316,0.9980319738388062,0.43906646966934204,0.9489063024520874
117,0.00523186894133687,0.99778151512146,0.42255544662475586,0.9493237733840942
118,0.005998997483402491,0.9978172779083252,0.4217718243598938,0.949073314666748
119,0.006019939202815294,0.9977099299430847,0.4574579894542694,0.9506595134735107
120,0.005284042563289404,0.9977457523345947,0.5268723964691162,0.9448989629745483
121,0.005379052832722664,0.9980319738388062,0.39837178587913513,0.9501585960388184
122,0.005902551580220461,0.9975310564041138,0.3923501968383789,0.9505760669708252
123,0.004942009691148996,0.9979246258735657,0.3924308717250824,0.9491567611694336
124,0.0058374893851578236,0.9972805380821228,0.3668006956577301,0.9512439370155334
125,0.0045024496503174305,0.9979604482650757,0.4537687599658966,0.9506595134735107
126,0.005316662136465311,0.9981393218040466,0.5613772869110107,0.9513274431228638
127,0.0058075436390936375,0.9976741671562195,0.35665446519851685,0.9506595134735107
128,0.005621609278023243,0.9979246258735657,0.37693238258361816,0.9508265256881714
129,0.005101075395941734,0.9981393218040466,0.5734182596206665,0.9498246908187866
130,0.0054679326713085175,0.9979604482650757,0.525642991065979,0.9500751495361328
131,0.006241863593459129,0.9977099299430847,0.3954871892929077,0.9481549263000488
132,0.0038887662813067436,0.9982466697692871,0.5479820370674133,0.9485723972320557
133,0.004075292497873306,0.9985329508781433,0.5890693664550781,0.949657678604126
134,0.005369263701140881,0.9978172779083252,0.4691188931465149,0.9492402672767639
135,0.004735756199806929,0.9979962110519409,0.5334652066230774,0.9465687274932861
136,0.0059256646782159805,0.9978888630867004,0.3939690887928009,0.9505760669708252
137,0.004840060602873564,0.9980319738388062,0.6084201335906982,0.9489063024520874
138,0.006443994119763374,0.9976384043693542,0.29428285360336304,0.9507430195808411
139,0.005303931888192892,0.99778151512146,0.4687090814113617,0.9523292779922485
140,0.004682916682213545,0.9981393218040466,0.5030402541160583,0.9489063024520874
141,0.00475051486864686,0.9981035590171814,0.45451536774635315,0.9488228559494019
142,0.005132450256496668,0.9980319738388062,0.4591653347015381,0.9475705623626709
143,0.004358857404440641,0.9980677962303162,0.4826899468898773,0.9486558437347412
144,0.005657202564179897,0.9979962110519409,0.49039098620414734,0.9488228559494019
145,0.005953588522970676,0.9979962110519409,0.34199315309524536,0.9514109492301941
146,0.005312018562108278,0.9978531002998352,0.41371044516563416,0.9498246908187866
147,0.004050279036164284,0.9982466697692871,0.5615898966789246,0.9489898085594177
148,0.006086398847401142,0.9977457523345947,0.4539967477321625,0.949073314666748
149,0.003286807332187891,0.9985329508781433,0.6626026034355164,0.9497411847114563
